token,loc,class
setDesiredStackVersion next getName getServiceName getCluster iterator Assert assertNotNull clusterName getDesiredStackVersion foo1 getServices Collections clusters req singleton controller resp getDesiredState getClusterName HDFS assertEquals serviceName getService testCreateServicesSimple r createService size State toString createCluster HDP-0.1 ,19,1
setDesiredStackVersion foo createServices Expected failure for multiple clusters getCluster valid1 valid bar valid2 Assert assertNotNull getServices clusters add addCluster controller Expected failure for existing service clear HDFS testCreateServicesWithInvalidRequest assertEquals rInvalid fail size Expected failure for invalid requests Expected failure for invalid cluster set1 Expected failure for invalid service HDP-0.1 ,83,1
getServiceName getCluster Assert assertTrue Service creation should have failed clusterName getDesiredStackVersion testCreateServiceWithInvalidInfo foo1 getServices Service creation should fail for invalid state Collections clusters singleton svc controller getDesiredState HDFS assertEquals serviceName MAPREDUCE serviceName2 getService fail r createService size State response equals Service creation should fail for invalid initial state toString createCluster HDP-0.1 ,34,1
request admin deleteUsers Assert getUsers assertNotNull Collections injector setRoles re2 re1 user1 add singleton controller createDefaultRoles findByName assertEquals roleDao testDeleteUsers users size serial responses createUser updateUsers getInstance user ,22,1
add next controller assertFalse testGetActions HDFS isEmpty getActionName getActions assertEquals Role iterator size serial response name responses ,12,1
setDesiredStackVersion singleton next addCluster controller resp getClusterName assertEquals getCluster c1 getClusters longValue testGetClusters r iterator Assert size getClusterId resp1 getDesiredStackVersion HDP-0.1 Collections getStackId clusters ,12,1
setDesiredStackVersion next  getCluster longValue iterator Assert getClusterId Collections clusters singleton addCluster controller resp assertEquals c1 HDP-1.1.0 getClusters testGetClustersWithFilters c2 c3 c4 r size HDP-0.1 ,27,1
setDesiredStackVersion next setHostAttributes h1 h2 h3 getCluster h4 mapHostToCluster put centos5 b1 b2 getHostname iterator Assert resps testGetHosts persist Collections clusters getHost getHosts Found invalid host singleton add addCluster controller resp assertEquals getClusterNames addHost c1 c2 attrs a1 a2 fail setOsType r size equals getHostAttributes foundHosts HDP-0.2 ,61,1
getCluster HBASE mapHostsToCluster centos5 iterator taskStatusResponses taskStatusRequests addHostRoleExecutionCommand getHost getRequestId add addCluster requestStatusResponse c1 Role testGetRequestAndTaskStatus size HDP-0.1 setDesiredStackVersion next getTaskStatus h1 h2 System setStageId getRequestStatus requestId clusterName get persist task1 task2 clusters stageId /a1 /a2 getTaskId controller requestStatusResponses getCommand getRole assertEquals addHost setOsType serial getTasks currentTimeMillis hostName2 stages RoleCommand hostName1 persistActions toString actionDB ,43,1
serviceComponentHostFactory getName getCluster centos5 iterator Assert Collections getHost s1 addCluster getHostName getDesiredState getClusterName getLiveState sch1 c1 createNew HDP-1.1.0 size State addServiceComponent HDP-0.1 getStackId setDesiredStackVersion next getHostComponents getServiceName h1 mapHostToCluster getStackVersion getHostname addService resps persist clusters serviceComponentFactory sc1 singleton getComponentName controller resp HDFS setDesiredState assertEquals addServiceComponentHost addHost testGetServiceComponentHosts setOsType setStackVersion r getState DATANODE setState toString serviceFactory ,34,1
r2 serviceComponentHostFactory r3 getName getCluster HBASE asList centos5 Assert HBASE_REGIONSERVER Collections getHost s1 s2 s3 reqs addCluster getClusterName sch5 sch4 sch6 MAPREDUCE sch1 c1 createNew sch3 sch2 fail size State testGetServiceComponentHostsWithFilters Expected failure for invalid cluster addServiceComponent Arrays HDP-0.2 setDesiredStackVersion getHostComponents h1 h2 h3 mapHostToCluster addService resps persist clusters serviceComponentFactory sc1 singleton sc3 controller sc2 HDFS setDesiredState assertEquals NAMENODE addServiceComponentHost addHost setOsType r addAll DATANODE toString serviceFactory r1 ,109,1
setDesiredStackVersion next getName getServiceName getCluster longValue iterator Assert getClusterId addService resps getDesiredStackVersion testGetServiceComponents getComponents persist Collections clusters s1 serviceComponentFactory sc1 singleton addCluster getComponentName controller resp getDesiredState getClusterName HDFS setDesiredState assertEquals c1 createNew r size State DATANODE addServiceComponent toString serviceFactory HDP-0.1 HDP-0.2 ,24,1
r2 r3 getName HIVE_SERVER getCluster HBASE asList iterator Assert HBASE_REGIONSERVER getComponents Collections s1 s2 s3 reqs addCluster s4 s5 getClusterName MAPREDUCE ZOOKEEPER c1 createNew c2 fail size State Expected failure for invalid cluster addServiceComponent Arrays HDP-0.2 setDesiredStackVersion next ZOOKEEPER_CLIENT HIVE ZOOKEEPER_SERVER addService resps persist clusters serviceComponentFactory sc1 singleton getComponentName sc3 controller sc2 sc5 sc4 MYSQL_SERVER sc7 sc6 HDFS setDesiredState sc8 assertEquals NAMENODE r addAll DATANODE testGetServiceComponentsWithFilters toString serviceFactory HIVE_CLIENT r1 ,92,1
setDesiredStackVersion next getName getServiceName getCluster longValue iterator Assert getClusterId addService resp1 getDesiredStackVersion persist getServices Collections clusters s1 singleton addCluster controller testGetServices resp getDesiredState getClusterName HDFS setDesiredState assertEquals c1 createNew r State toString HDP-0.1 serviceFactory getStackId ,19,1
r2 r3 getName INSTALLED getCluster HBASE asList iterator Assert testGetServicesWithFilters Collections s1 s2 s3 reqs addCluster s4 s5 getClusterName MAPREDUCE ZOOKEEPER c1 createNew c2 fail INIT size State Expected failure for invalid service Arrays HDP-0.2 setDesiredStackVersion next getServiceName Expected failure for invalid request HIVE addService persist getServices clusters singleton controller resp HDFS setDesiredState assertEquals r addAll serviceFactory r1 ,62,1
user1 singleton user2 request controller assertEquals user3 Assert size getUsers responses createUser Collections testGetUsers ,8,1
cluster foundH2DN Cluster Dump:  statusRequest getCluster getStatus put b1 iterator Assert assertNotNull sch foo1 addDesiredConfig core-site s1 taskStatus   stageId= Task dump : getServiceComponents getHostName LOG HostRoleStatus jaxbToString getAllStages c1 getExecutionCommand c2 c3 getStageId fail size getType   actionId= foundH1CLT t1 t2 taskRequests   commandDetails= getActionId trackAction getExecutionCommands setTaskId foo-site requests d1 sb sc getRequestStatus updateServices assertTrue clusterName getHostLevelParams get persist a b controller c d getCommand getRole assertEquals getService StageUtils r stage equals RoleCommand isClientComponent toString v1 actionDB getServiceComponentHosts statusResponse getName getServiceComponentName Stage Details for Start Service ecw host foundH1NN getRequestId getHosts info hdfs-site add HDFS_CLIENT getDesiredState Stage Details for Install Service testInstallAndStartService Role State repo_info next debugDump configs foundH1DN Dumping host action details values assertFalse getTaskStatus setVersionTag h1 h2 testCreateServiceComponentHostSimple statusResponses setRequestId Found invalid host in task list injector clusters debug foundH2CLT Stage Details for Stop Service :  HDFS isEmpty clear counter serviceName updateDesiredConfigs a1 Found invalid role for host h1 getState getTasks taskStatuses taskResponses stages setState Found invalid role for host h2 properties ,194,1
INSTALLED getCluster centos6 put centos5 MAPREDUCE_CLIENT rca_enabled foo1 getHost getRequestId add cr1 MAPREDUCE getAllStages getExecutionCommand createService State true createConfiguration cmd createCluster HDP-0.1 componentName1 componentName3 componentName2 setDesiredStackVersion configs configVersions trackAction getExecutionCommands JOBTRACKER h1 h2 global createServiceComponent mapHostToCluster testRcaOnJobtrackerHost sReqs updateServices clusterName get persist clusters a getConfigurations b controller host1 host2 clear false assertEquals serviceName addHost setOsType createServiceComponentHost TASKTRACKER stages v1 actionDB ,46,1
r2 r3 r4 testServiceComponentHostUpdateRecursive r5 Expected failure for invalid transition getCluster centos5 Expected failure for invalid states Assert assertNotNull foo1 getHost s1 getRequestId add reqs HDFS_CLIENT LOG sch5 sch4 sch1 getAllStages c1 sch3 serviceName1 sch2 fail createService createHostComponents State set1 createCluster componentName1 componentName3 componentName2 trackAction assertFalse h1 h2 createServiceComponent mapHostToCluster updateHostComponents requestId clusterName persist clusters getServiceComponent sc1 req3 Stage dump:  req2 controller sc3 req5 sc2 req4 debug host1 req1 host2 HDFS setDesiredState clear isEmpty NAMENODE addHost getService setOsType assertNull stage DATANODE stages setState toString actionDB r1 getServiceComponentHost ,117,1
r2 r3 r4 r5 getName getCluster centos5 Assert testServiceComponentUpdateRecursive foo1 getHost s1 getRequestId add reqs HDFS_CLIENT Expected failure for invalid state update getDesiredState LOG sch5 sch4 sch1 getAllStages c1 sch3 serviceName1 sch2 fail createService createHostComponents State set1 createCluster componentName1 componentName3 componentName2 trackAction h1 h2 createServiceComponent mapHostToCluster assertTrue requestId clusterName persist clusters getServiceComponent sc1 req3 Stage dump:  req2 controller sc3 sc2 debug host1 req1 host2 HDFS setDesiredState clear isEmpty assertEquals NAMENODE addHost getService updateComponents setOsType getState assertNull stage DATANODE stages setState toString actionDB r1 getServiceComponentHost ,146,1
setDesiredStackVersion getName trackAction getCluster Assert updateServices assertNotNull clusterName foo1 Expected fail for invalid state transition clusters reqs add controller getDesiredState getClusterName HDFS clear assertEquals serviceName getService fail r createService assertNull State testServiceUpdateBasic toString createCluster HDP-0.2 ,28,1
setDesiredStackVersion HBASE getCluster Expected fail for invalid service for stack 0.1 Expected failure for dups services updateServices Expected failure for different states foo1 foo2 clusters reqs add Expected failure for multi cluster update req2 controller testServiceUpdateInvalidRequest req1 HDFS clear setDesiredState serviceName2 serviceName3 getService serviceName1 clusterName1 clusterName2 fail createService State toString createCluster HDP-0.2 ,56,1
testServiceUpdateInvalidUpdates ,2,1
r2 r3 r4 r5 r6 HBASE_SERVICE_CHECK getCluster HBASE Assert assertNotNull foo1 s1 s2 LOG testServiceUpdateRecursive sch5 sch4 sch6 serviceName2 sch1 getAllStages c1 sch3 serviceName1 sch2 getStageId fail createService size createHostComponents stage3 stage2 set1 HDP-0.2 stage1 trackAction getExecutionCommands HBASE_MASTER createServiceComponent mapHostToCluster updateServices assertTrue requestId clusterName persist getServiceComponent req2 controller host1 req1 host2 assertEquals NAMENODE addHost getService setOsType assertNull stage getExecutionCommandWrapper toString actionDB getServiceComponentHost centos5 getHost getRequestId add reqs HDFS_CLIENT Expected failure for invalid state update getDesiredState State componentName4 createCluster componentName1 componentName3 componentName2 setDesiredStackVersion h1 h2 clusters sc1 Stage dump:  sc3 sc2 debug sc4 HDFS setDesiredState clear isEmpty getState DATANODE stages setState HDFS_SERVICE_CHECK r1 ,187,1
testStartClientComponent ,2,1
testStartClientHostComponent ,2,1
user1 add singleton request controller createDefaultRoles admin users serial testUpdateUsers createUser updateUsers Collections user setRoles ,13,1
authenticate isAuthenticated testAuthenticate User was not created result authenticationProvider password findLdapUserByName assertNull User alread exists in DB assertTrue assertNotNull userDAO allowedUser authentication ,9,1
authenticationProvider testBadCredential authenticate notFound wrong authentication ,4,1
add testAddNullRunnable mock ,3,1
getLocalPort valueOf multicastRegistry destroy assertEquals multicast://224.5.6.7: URL getMulticastSocket NetUtils multicastSocket port getAvailablePort testCustomedPort ,14,1
multicast://239.255.255.255: valueOf multicastRegistry is assertThat URL getUrl NetUtils getPort port getAvailablePort customPortUrl testGetCustomPort ,9,1
handler server Exchangers header://localhost:55555?transporter=netty3 valueOf Constants testClientHeartbeat URL System addParameter Server bind successfully Thread sleep bind Assert FakeChannelHandlers resetChannelHandlers assertTrue connect count  serverURL setTestingChannelHandlers client connect ,13,1
handler server Exchangers header://localhost:55555?transporter=netty3 valueOf ++++++++++++++ disconnect count  Constants URL addParameter System testHeartbeat Server bind successfully Thread sleep bind Assert assertTrue serverURL client connect ++++++++++++++ connect count  ,13,1
handler server Exchangers disconnect count  testServerHeartbeat header://localhost:55555?transporter=netty3 valueOf Constants URL addParameter System Server bind successfully Thread sleep bind Assert FakeChannelHandlers assertTrue serverURL setTestingChannelHandlers client removeParameter connect ,13,1
sleep fail Assert clientHandler client serverHandler testThreadName send Thread isSuccess ,7,1
testBindingAttachment attachValue cluster getAttachment attachments doInvoke attachKey invoke RpcContext getAttachments invocation Assert size assertTrue binding attachment failed! equals setAttachment attach value getContext set attachment failed! dic ,16,1
getExtensionLoader cluster isAvailable select selectedInvokers invoker1 clearInvocations invoker5 invoker4 invokers invoker3 invoker2 Math random min Assert assertTrue sinvoker initlistsize5 add lbname getExtension d max intValue clear testSelect_multiInvokers assertEquals invocation Mockito lb runs ExtensionLoader ,53,1
 testPerm getName take: getProxy valueOf getInvoker ?codec=exchange start URL System dubbo://127.0.0.1:9050/ proxy protocol getSize refer service currentTimeMillis export ,8,1
msg  callback1 onChanged   xxx2 callback2 assertEquals demoProxy initOrResetUrl System getCallbackCount Thread sleep Assert TestCallbackMultiInstans destroyService initOrResetService yyy callback2: callback callback1: callback2 onChanged   unxxx2 ,46,1
result Used the org.apache.dubbo.rpc.protocol.dubbo.support.DemoService as default.\r You can cancel default service by command: cd / org.apache.dubbo.rpc.protocol.dubbo.support.DemoService telnet testChangeName change getDubboProtocol mockChannel assertEquals mockInvoker export DubboProtocol ,5,1
result Used the demo as default.\r You can cancel default service by command: cd / telnet change getDubboProtocol mockChannel assertEquals mockInvoker testChangePath export demo DubboProtocol ,5,1
result telnet change getDubboProtocol mockChannel DemoService Used the DemoService as default.\r You can cancel default service by command: cd / assertEquals mockInvoker testChangeSimpleName export DubboProtocol ,5,1
"127.0.0.1:5555 mockChannel invoke mockInvoker toAddress URL getLocalAddress result echo(""ok"") getAttribute assertTrue telnet 127.0.0.1:20883 ok export testInvokeAutoFindMethod getInterface given valueOf dubbo://127.0.0.1:20883/demo getRemoteAddress unchecked willReturn any DubboProtocol getUrl contains NetUtils telnet.service mock getDubboProtocol ",13,1
"127.0.0.1:5555 org.apache.dubbo.rpc.protocol.dubbo.support.DemoService Use default service org.apache.dubbo.rpc.protocol.dubbo.support.DemoService.\r ""ok""\r  mockChannel invoke DemoService.echo(""ok"") mockInvoker toAddress URL getLocalAddress result getAttribute assertTrue telnet 127.0.0.1:20883 ok export getInterface given valueOf dubbo://127.0.0.1:20883/demo getRemoteAddress unchecked willReturn any DubboProtocol getUrl contains NetUtils telnet.service testInvokeDefaultSService mock getDubboProtocol ",13,1
 org.apache.dubbo.rpc.protocol.dubbo.support.DemoService mockChannel invoke mockInvoker URL result getAttribute telnet ok export getInterface given valueOf unchecked willReturn assertEquals list any DubboProtocol getUrl testList telnet.service mock getDubboProtocol dubbo://127.0.0.1:20885/demo ,11,1
 org.apache.dubbo.rpc.protocol.dubbo.support.DemoService mockChannel invoke mockInvoker URL testListDefault result getAttribute methodsName telnet Use default service org.apache.dubbo.rpc.protocol.dubbo.support.DemoService.\r \r  ok export getInterface given valueOf unchecked willReturn assertEquals list any DubboProtocol getUrl telnet.service mock getDubboProtocol dubbo://127.0.0.1:20885/demo ,11,1
org.apache.dubbo.rpc.protocol.dubbo.support.DemoService mockChannel DemoService invoke mockInvoker testListService URL result getAttribute methodsName telnet ok export getInterface given valueOf unchecked willReturn assertEquals list any DubboProtocol getUrl telnet.service mock getDubboProtocol dubbo://127.0.0.1:20885/demo ,11,1
msg createTable getName getNameAsString incrementAndGet testCreateBadTables HConstants run Failed threaded create sleep successes assertTrue get threaded_testCreateBadTables failures localAdmin e count start threads assertEquals threadDesc HTableDescriptor Thread Integer isAlive contains Unexcepted exception message  addFamily toString startsWith ,56,1
listTables Bytes tables testCreateTable createTable toBytes admin HConstants assertEquals TEST_UTIL numTables ,7,1
next createTable regions hris getStartKey Should not be able to create this table because of  HConstants admin  regions  TEST_UTIL ht System tableName Bytes iterator endKey getConfiguration assertTrue getEndKey getRegionsInfo keySet TABLE_2 testCreateTableWithRegions hri TABLE_3 TABLE_4 add startKey toBytes Tried to create  assertEquals but only found  _2 expectedRegions size _3 addFamily _4 equals duplicate split keys Found  splitKeys  regions desc ,109,1
addColumn createTable toBytes HConstants TEST_UTIL testEnableDisableAddColumnDeleteColumn tableName Bytes getConfiguration testMasterAdmin enableTable col2 deleteColumn deleteTable disableTable ,20,1
HConstants Initial regions ( run TEST_UTIL put tableName b1 ):  b2 Bytes b3 split familyName scanner join getRegionsInfo add printStackTrace LOG toBytes count ) size unused CheckForSplit next createTable regions scan admin System result sleep assertTrue get rowCount close table set Cycle waiting on split debug e start assertEquals k Scanned more than expected ( rows m testForceSplit t toString getScanner ,77,1
createTable getTableDescriptor testGetTableDescriptor assertEquals compareTo fam3 fam2 fam1 addFamily confirmedHtd htd myTestTable table ,13,1
createTable testHundredsOfTable fam3 fam2 tableName fam1 times addFamily htd enableTable deleteTable table disableTable ,20,1
add Bytes createTable toBytes somedata name testReadOnlyTable HConstants TEST_UTIL value table put ,12,1
createTable SOMEUPPERCASE getConfiguration testTableNameClash name admin TEST_UTIL ,10,1
Bytes createTable toBytes testTableNotFoundExceptionWithATable name HConstants TEST_UTIL ,9,1
next createTable deletes assertNResult scan VALUE TEST_UTIL ht makeN delete put Expected 2 keys but received  FAMILY TABLE result Bytes setMaxVersions deleteColumns assertTrue FAMILIES get scanner VALUES deleteFamily makeNAscii close getSingleScanResult add addColumn toBytes getRow Integer getValue sorted size testDeletes addFamily bytes equals ROW QUALIFIER getScanner deleteColumn ROWS ts Expected 1 key but received  ,201,1
createTable QUALIFIERS col7-(d2v1)-(d3v2) col5-(d2v1)-(d3v2) scan expectedIndex TEST_UTIL VALUE ht makeN put FAMILY TABLE result Bytes assertTrue scanner col2-(d2v1)-(d3v2) col0-(d2v1)-(d3v2) close col9-(d2v1)-(d3v2) add col1-(d2v1)-(d3v2) col6-(d2v1)-(d3v2) testFilters toBytes raw assertEquals getRow col4-(d2v1)-(d3v2) setFilter filter col[1-5] size col3-(d2v1)-(d3v2) addFamily equals ROW col8-(d2v1)-(d3v2) CompareOp getScanner ROWS getQualifier ,25,1
createTable testGetClosestRowBefore beforeSecondRow HConstants TEST_UTIL put zero result Bytes tableAname containsColumn assertTrue rov row table add toBytes one getRowOrBefore getValue firstRow put2 equals beforeFirstRow rn ro info2 ,31,1
createTable toBytes isEmpty TEST_UTIL testGet_EmptyTable FAMILY Bytes r addFamily assertTrue get ROW table ,7,1
Row retrieved successfully createTable assertFalse TEST_UTIL VALUE put System FAMILY Bytes assertTrue get table info add missingrow LOG toBytes isEmpty Row missing as it should be Row put r addFamily ROW QUALIFIER testGet_NonExistentRow ,18,1
next createTable numbers scan TEST_UTIL put fam2 sleep Bytes times hijklmnop flush 123456 assertTrue getTimestamp close table letters key FAM1 FAM2 add testHBase737 toBytes index j Thread fam1 r sorted addFamily ROW getScanner abcdefg ,80,1
add createTable toBytes getVersionAndVerifyMissing manualStamp TEST_UTIL VALUE ht put FAMILY TABLE Bytes testJiraTest1014 ROW QUALIFIER getVersionAndVerify ,14,1
add createTable makeStamps toBytes VALUE TEST_UTIL ht scanVersionRangeAndVerifyGreaterThan getVersionRangeAndVerifyGreaterThan testJiraTest1182 put FAMILY TABLE STAMPS Bytes flush VALUES makeNAscii ROW QUALIFIER ,30,1
add createTable makeStamps toBytes VALUE TEST_UTIL ht put FAMILY getVersionRangeAndVerify TABLE STAMPS Bytes scanVersionRangeAndVerify flush testJiraTest33 VALUES makeNAscii ROW QUALIFIER ,34,1
add createTable testJiraTest52 makeStamps toBytes scanAllVersionsAndVerify VALUE TEST_UTIL ht put FAMILY TABLE STAMPS Bytes getAllVersionsAndVerify flush VALUES makeNAscii ROW QUALIFIER ,22,1
add createTable makeStamps toBytes getVersionAndVerifyMissing VALUE TEST_UTIL ht put FAMILY TABLE STAMPS Bytes flush VALUES makeNAscii ROW testJiraTest861 QUALIFIER getVersionAndVerify ,40,1
next  rows createTable numColsPerRow QUALIFIERS numRows keys scan TEST_UTIL ht makeN put FAMILY TABLE result Bytes flush assertTrue get scanner testJiraTest867 rowCount only contains  close add Put expected to contain  Expected to scan  toBytes kvs  rows but actually scanned  j assertKey assertNumKeys sorted size  columns but  ROW QUALIFIER getScanner ROWS ,60,1
listTables testListTables createTable getName Not found:  testListTables3 testListTables2 testListTables1 admin TEST_UTIL FAMILY result Bytes tables getConfiguration found assertTrue add toBytes j size equals toString t1 t2 t3 ts ,27,1
getName tableBname HConstants TEST_UTIL compareTo put somevalue Bytes newA tableAname attrName testMiscHTableStuffA add anotherA testMiscHTableStuffB toBytes HTD attribute value is incorrect getRow testMiscHTableStuff getFamilies sorted missing HCD attribute value addFamily enableTable attrValue ROW desc createTable getTableDescriptor assertFalse scan admin TESTATTR getConfiguration assertTrue get HCD attribute value is incorrect value close disableTable a b c wrong table descriptor returned modifyTable kv getValue r missing HTD attribute value setValue getScanner ,49,1
NB_BATCH_ROWS createTable CONTENTS_FAMILY testRowsPut scan TEST_UTIL put Bytes scanner row rowsUpdate value table add toBytes assertEquals nbRows abcd SMALL_FAMILY smallfam contents addFamily unused getScanner ,21,1
NB_BATCH_ROWS createTable CONTENTS_FAMILY scan TEST_UTIL put Bytes flushCommits scanner row rowsUpdate value table add toBytes assertEquals nbRows abcd SMALL_FAMILY setAutoFlush smallfam contents addFamily unused setWriteBufferSize getScanner testRowsPutBufferedManyManyFlushes ,24,1
NB_BATCH_ROWS createTable CONTENTS_FAMILY scan TEST_UTIL put Bytes flushCommits scanner row rowsUpdate value close table add toBytes assertEquals nbRows abcd SMALL_FAMILY setAutoFlush smallfam contents addFamily unused testRowsPutBufferedOneFlush getScanner ,30,1
add addColumn createTable toBytes scan TEST_UTIL VALUE ht makeN put FAMILY TABLE result Bytes addFamily assertNullResult get assertEmptyResult assertSingleResult testSimpleMissing ROW QUALIFIER getSingleScanResult ROWS ,76,1
createTable QUALIFIERS scan scanVerifySingleColumn VALUE TEST_UTIL ht makeN delete put FAMILY TABLE result getVerifySingleEmpty Bytes flush deleteColumns FAMILIES get assertEmptyResult getVerifySingleColumn VALUES deleteFamily makeNAscii getSingleScanResult add addColumn singleRowGetTest toBytes scanVerifySingleEmpty testSingleRowMultipleFamily singleRowScanTest assertNullResult addFamily assertSingleResult ROW QUALIFIER ROWS ,186,1
LIMITS createTable makeStamps assertNResult scan VALUE TEST_UTIL ht put testVersionLimits FAMILY TABLE result Bytes setMaxVersions Expected 9 keys but received  assertTrue FAMILIES get VALUES makeNAscii getSingleScanResult add addColumn toBytes STAMPS Integer size addFamily ROW QUALIFIER ,119,1
createTable makeStamps assertNResult scan VALUE TEST_UTIL ht delete put testVersions FAMILY TABLE result Bytes setMaxVersions flush get VALUES makeNAscii getVersionAndVerify getSingleScanResult add addColumn scanVersionAndVerify toBytes getVersionAndVerifyMissing scanVersionAndVerifyMissing STAMPS Integer ROW QUALIFIER deleteColumn ,128,1
TABLE_NAME assertFalse conf testGetRowMultipleVersions put CONTENTS Bytes setMaxVersions assertTrue assertNotNull get value map table hBaseClusterSetup add debug LOG isEmpty familyMap versionMap getMap getValue r size HBase cluster shut down -- restarting equals VALUE1 TIMESTAMP2 VALUE2 ROW TIMESTAMP1 shutdown ,37,1
next createTable Got the timeout  scan We should be timing out TEST_UTIL someBytes put sleep Bytes test2481 info add initialCount res e LOG toBytes count getMessage Thread fail r t getScanner ,31,1
cluster createTable testTimestamps t TimestampTestBase doTestDelete incommon doTestTimestampScanning flushcache ,20,1
cache generateFixedBlocks blocks getEvictionCount maxSize assertEquals blockSize n System Thread sleep testBackgroundEvictionThread cacheBlock Background Evictions run:  calculateBlockSizeDefault assertTrue block ,17,1
runTestOnTable conf testMultiRegionTable MULTI_REGION_TABLE_NAME ,7,1
runTestOnTable conf testMultiRegionTable MULTI_REGION_TABLE_NAME ,9,1
app apo testScanEmptyToAPP testScan ,9,1
bba testScanEmptyToBBA baz testScan ,9,1
bba bbb testScanEmptyToBBB testScan ,9,1
testScanEmptyToEmpty testScan ,9,1
testScan testScanEmptyToOPP opp opo ,9,1
testScan obb opp testScanOBBToOPP opo ,9,1
qpp qpo testScan testScanOBBToQPP obb ,9,1
zzz testScan testScanOPPToEmpty opp ,9,1
testScanYYXToEmpty yyx zzz testScan ,9,1
testScanYYYToEmpty yyy zzz testScan ,9,1
testScanYZYToEmpty yzy zzz testScan ,9,1
runTestOnTable prepareTest testTimeRangeMapRed verify ,5,1
cluster metaIndex HConstants TEST_UTIL getCause oldPort getRegionServer sleep getConfiguration metaHRS  has  get BindException; retrying:  STARTED= info ee getServerInfo getServerAddress c set LOG e getOnlineRegions count hrs assertEquals getServerWithMeta kill 0 Integer Threads getPort size Running testAddingServerBeforeOldIsDead2413 port KILLED= getHBaseCluster toString startRegionServer testAddingServerBeforeOldIsDead2413  regions ,40,1
cluster listener Running testKillRSWithOpeningRegion2482 TEST_UTIL assertRegionIsBackOnline getRegionServer sleep countOfMetaRegions Past close unregisterRegionServerOperationListener closeAllNonCatalogRegions Past abort send; waiting on all regions to redeploy info minimumRegions LOG getOnlineRegions Started new regionserver:  getRegionServerThreads hrs getRegionServerOperationQueue m registerRegionServerOperationListener Threads getLiveRegionServerThreads testKillRSWithOpeningRegion2482 size getHBaseCluster HMsg startRegionServer toString getMaster addMessageToSendRegionServer ,31,1
next cluster metaIndex listener TEST_UTIL assertRegionIsBackOnline getRegionServer sleep iterator otherServerIndex metaHRS getHServerInfo assertTrue unregisterRegionServerOperationListener abortRegionServer testRegionCloseWhenNoMetaHBase2428 hri info getServerAddress LOG getOnlineRegions getRegionServerThreads getRegionServerOperationQueue getServerWithMeta isDone registerRegionServerOperationListener master getRegionInfo Threads otherServer HBase2428Listener Running testRegionCloseWhenNoMetaHBase2428 size getHBaseCluster getMaster getCloseCount ,32,1
cluster TABLE_NAME createTable assertFalse admin conf Thread sleep createTableDescriptor assertTrue setMinimumServerCount enableTable startRegionServer getMaster testMinimumServerCount isTableEnabled disableTable getServerManager isTableAvailable ,17,1
 endKey1 getRegionManager metaTableDesc endKey0 getTableDescriptor getStartKey HConstants startKeyX getRegionName testGetFirstMetaRegionForRegionAfterMetaSplit tableDesc metaRegionInfo2 Bytes metaRegionInfo1 metaRegionInfo0 offlineMetaRegionWithStartKey regionInfo0 regionInfo1 putMetaRegionOnline regionInfoX startKey0 meta2 getFirstMetaRegionForRegion address meta1 meta0 startKey1 f toBytes h j assertEquals m getMasterAddress master meta endKeyX getMaster _MY_TABLE_ ,28,1
START_KEY getStore ttlInSeconds HConstants createSmallerStoreFile getBytes Bytes scanner STARTROW deleteFamily secondRowBytes createStoreFile START_KEY_BYTES containsStartRow count COMPACTION_THRESHOLD getFileSystem getRow size addFamily getStorefiles next assertFalse values delete System result sleep setMaxVersions assertTrue get COLUMN_FAMILY_TEXT row COLUMN_FAMILY getReader famAndQf f isEmpty assertEquals store addContent flushcache seekTo Thread r compactStores currentTimeMillis equals exists getKeyValue toString testCompaction getScanner ,65,1
next assertEquals COMPACTION_THRESHOLD counter getRow delete flushcache result r get compactStores testMajorCompactingToNoOutput getScanner results createStoreFile ,30,1
getName getLog put createTableDescriptor T40 Bytes T20 assertTrue htd COLUMNS close add printStackTrace e testGetClosestRowBefore2 getRow c0 closeAndDelete flushcache createNewHRegion p T30 T10 getClosestRowBefore r T35 equals region ,44,1
getName getLog delete put createTableDescriptor Bytes T20 T00 assertTrue htd COLUMNS close add printStackTrace d e testGetClosestRowBefore3 getRow c0 c1 closeAndDelete flushcache createNewHRegion p T30 T10 getClosestRowBefore r T31 T12 T11 equals region deleteColumn ,86,1
 next findRow keys scan HConstants conf getRegionName CATALOG_FAMILY delete put getBytes testUsingMetaAndBinary HRegionInfo Bytes getTableDesc FileSystem get htd createRegionName close hri Writables info add c REGIONINFO_QUALIFIER last mr LOG firstRowInC toBytes clear rootdir getRow filesystem flushcache HRegion setMemStoreFlushSize makeQualified mkdirs interval createHRegion getScanner ,60,1
add dels update del assertEquals testIsDeleted_NotDeleted dt ts1 isDeleted ts3 del21 col2 delQf10 col2Len ,14,1
testCount numRows putThread testWritesWhileGetting tableName result Bytes Assert flush testWritesWhileScanning assertTrue getTimestamp get join prevTimestamp timestamp numQualifiers row0 method checkNoError toBytes start isEmpty qualifiers numFamilies assertEquals expectedCount kv families done initHRegion sorted i= size getFamily compactStores equals flushInterval flushThread compactInterval qual previousEmpty family region getQualifier ,59,1
shutdownDfs ab bbc testFilters getLog prefix toBytes scan HConstants newFilter addContent closeAndDelete createNewHRegion setFilter Bytes rowPrefixFilter rowInclusiveStopFilter getTableDesc stopRow REGION_INFO close ,21,1
